"Species name","IUCN","FUSE","EDGE2"
"Dasyatis_sabina","4","2","1"
"Dasyatis_say","1","1","1"
"Hypnos_monopterygius","4","2","1"
"Hypogaleus_hyugaensis","4","2","1"
"Iago_garricki","1","1","1"
"Iago_omanensis","4","2","1"
"Indobatis_ori","4","2","1"
"Insentiraja_laxipella","4","1","1"
"Insentiraja_subtilispinosa","2","1","1"
"Irolita_waitii","4","1","1"
"Irolita_westraliensis","1","1","1"
"Isistius_brasiliensis","1","1","1"
"Isistius_plutodus","4","1","1"
"Isogomphodon_oxyrhynchus","1","1","1"
"Isurus_oxyrinchus","5","1","2"
"Isurus_paucus","1","1","1"
"Lamiopsis_temminckii","1","1","1"
"Lamna_ditropis","1","1","1"
"Lamna_nasus","1","1","1"
"Leptocharias_smithii","1","1","1"
"Leucoraja_circularis","1","1","1"
"Leucoraja_compagnoi","1","1","1"
"Leucoraja_erinacea","1","1","1"
"Leucoraja_fullonica","3","1","1"
"Leucoraja_garmani","1","1","1"
"Leucoraja_lentiginosa","1","1","1"
"Leucoraja_leucosticta","5","5","1"
"Leucoraja_melitensis","4","5","2"
"Leucoraja_naevus","4","5","2"
"Leucoraja_ocellata","4","2","1"
"Leucoraja_pristispina","1","1","1"
"Leucoraja_wallacei","3","1","1"
"Leucoraja_yucatanensis","3","1","1"
"Loxodon_macrorhinus","4","1","1"
"Himantura_astra","1","1","1"
"Himantura_gerrardi","1","1","1"
"Himantura_pastinacoides","3","1","1"
"Himantura_randalli","1","1","1"
"Himantura_toshi","1","1","1"
"Malacoraja_kreffti","2","1","1"
"Malacoraja_obscura","5","1","1"
"Malacoraja_senta","1","1","1"
"Malacoraja_spinacidermis","4","1","1"
"Megachasma_pelagios","1","1","1"
"Dasyatis_microps","3","1","1"
"Mitsukurina_owstoni","1","1","1"
"Manta_alfredi","2","1","1"
"Manta_birostris","1","1","1"
"Mobula_kuhlii","1","1","1"
"Mobula_hypostoma","3","1","1"
"Mobula_mobular","1","1","1"
"Mobula_munkiana","3","1","1"
"Mobula_tarapacana","4","4","1"
"Mobula_thurstoni","1","1","1"
"Mustelus_albipinnis","1","1","1"
"Mustelus_antarcticus","4","4","1"
"Mustelus_asterias","4","4","1"
"Mustelus_californicus","4","4","1"
"Mustelus_canis","3","1","1"
"Mustelus_dorsalis","4","4","1"
"Mustelus_fasciatus","4","4","1"
"Mustelus_griseus","1","1","1"
"Mustelus_henlei","1","1","1"
"Mustelus_higmani","2","1","1"
"Mustelus_lenticulatus","1","1","1"
"Mustelus_lunulatus","2","1","1"
"Mustelus_manazo","3","1","1"
"Mustelus_mento","5","2","1"
"Mustelus_minicanis","4","2","1"
"Mustelus_mosis","1","1","1"
"Mustelus_mustelus","4","2","1"
"Mustelus_norrisi","1","1","1"
"Mustelus_palumbes","1","1","1"
"Mustelus_punctulatus","4","1","1"
"Mustelus_ravidus","5","1","1"
"Mustelus_schmitti","4","1","1"
"Mustelus_sinusmexicanus","2","1","1"
"Mustelus_stevensi","4","1","1"
"Mustelus_walkeri","2","1","1"
"Mustelus_whitneyi","1","1","1"
"Mustelus_widodoi","3","1","1"
"Myliobatis_californica","1","1","1"
"Myliobatis_chilensis","5","1","1"
"Myliobatis_freminvillei","1","1","1"
"Myliobatis_goodei","1","1","1"
"Myliobatis_hamlyni","4","1","1"
"Myliobatis_longirostris","5","1","1"
"Myliobatis_peruvianus","3","1","1"
"Myliobatis_ridens","1","1","1"
"Myliobatis_tenuicaudatus","3","1","1"
"Myliobatis_tobijei","3","1","1"
"Narcine_atzi","3","1","1"
"Narcine_bancroftii","2","1","1"
"Narcine_brasiliensis","3","1","1"
"Narcine_brevilabiata","3","1","1"
"Narcine_entemedor","5","3","1"
"Narcine_insolita","1","1","1"
"Narcine_lasti","3","1","1"
"Narcine_leoparda","3","1","1"
"Narcine_lingula","1","1","1"
"Narcine_maculata","2","1","1"
"Narcine_nelsoni","3","1","1"
"Narcine_oculifera","3","1","1"
"Narcine_ornata","3","1","1"
"Narcine_prodorsalis","1","1","1"
"Narcine_rierai","3","1","1"
"Narcine_tasmaniensis","3","1","1"
"Narcine_timlei","3","1","1"
"Narcine_vermiculatus","1","1","1"
"Narcine_westraliensis","3","1","1"
"Narke_capensis","1","1","1"
"Narke_dipterygia","4","1","1"
"Nasolamia_velox","3","1","1"
"Nebrius_ferrugineus","1","1","1"
"Negaprion_acutidens","3","1","1"
"Negaprion_brevirostris","1","1","1"
"Neoraja_africana","1","1","1"
"Neoraja_caerulea","1","1","1"
"Neoraja_carolinensis","3","1","1"
"Neoraja_iberica","3","1","1"
"Neoraja_stehmanni","4","1","1"
"Neotrygon_annotata","3","1","1"
"Neotrygon_kuhlii","4","4","1"
"Neotrygon_leylandi","3","1","1"
"Neotrygon_ningalooensis","1","1","1"
"Neotrygon_picta","1","1","1"
"Notoraja_alisae","1","1","1"
"Notoraja_azurea","1","1","1"
"Notoraja_fijiensis","1","1","1"
"Notoraja_hirticauda","2","1","1"
"Notoraja_inusitata","3","1","1"
"Notoraja_longiventralis","1","1","1"
"Notoraja_ochroderma","2","1","1"
"Notoraja_sapphira","1","1","1"
"Notoraja_sticta","1","1","1"
"Notoraja_tobitukai","1","1","1"
"Notorynchus_cepedianus","1","1","1"
"Odontaspis_ferox","1","1","1"
"Odontaspis_noronhai","1","1","1"
"Okamejei_acutispina","1","1","1"
"Okamejei_arafurensis","1","1","1"
"Okamejei_boesemani","1","1","1"
"Okamejei_cairae","1","1","1"
"Okamejei_heemstrai","1","1","1"
"Okamejei_hollandi","3","1","1"
"Okamejei_kenojei","3","1","1"
"Okamejei_leptoura","1","1","1"
"Okamejei_meerdervoortii","3","1","1"
"Okamejei_schmidti","1","1","1"
"Okamejei_jensenae","3","1","1"
"Okamejei_philipi","3","1","1"
"Okamejei_powelli","1","1","1"
"Orectolobus_floridus","3","1","1"
"Orectolobus_halei","2","1","1"
"Orectolobus_hutchinsi","3","1","1"
"Orectolobus_japonicus","1","1","1"
"Orectolobus_maculatus","3","1","1"
"Orectolobus_ornatus","2","1","1"
"Orectolobus_parvimaculatus","2","1","1"
"Orectolobus_reticulatus","2","1","1"
"Orectolobus_wardi","3","1","1"
"Oxynotus_bruniensis","1","1","1"
"Oxynotus_caribbaeus","1","1","1"
"Oxynotus_centrina","1","1","1"
"Oxynotus_japonicus","1","1","1"
"Oxynotus_paradoxus","1","1","1"
"Paragaleus_leucolomatus","1","1","1"
"Paragaleus_pectoralis","1","1","1"
"Paragaleus_randalli","2","1","1"
"Paragaleus_tengi","1","1","1"
"Parascyllium_collare","2","1","1"
"Parascyllium_elongatum","1","1","1"
"Parascyllium_ferrugineum","4","1","1"
"Parascyllium_sparsimaculatum","3","1","1"
"Parascyllium_variolatum","3","1","1"
"Paratrygon_aiereba","3","1","1"
"Parmaturus_albimarginatus","4","1","1"
"Parmaturus_albipenis","3","1","1"
"Parmaturus_bigus","4","1","1"
"Parmaturus_lanatus","1","1","1"
"Parmaturus_macmillani","3","1","1"
"Parmaturus_melanobranchus","1","1","1"
"Parmaturus_pilosus","1","1","1"
"Parmaturus_xaniurus","1","1","1"
"Pastinachus_atrus","2","1","1"
"Pastinachus_sephen","1","1","1"
"Pastinachus_solocirostris","1","1","1"
"Himantura_fai","1","1","1"
"Himantura_hortlei","1","1","1"
"Himantura_jenkinsii","1","1","1"
"Himantura_uarnacoides","1","1","1"
"Pavoraja_alleni","1","1","1"
"Pavoraja_arenaria","1","1","1"
"Pavoraja_mosaica","3","1","1"
"Pavoraja_nitida","2","1","1"
"Pavoraja_pseudonitida","4","2","1"
"Pavoraja_umbrosa","1","1","1"
"Pentanchus_profundicolus","1","1","1"
"Planonasus_parini","1","1","1"
"Platyrhina_sinensis","1","1","1"
"Platyrhinoidis_triseriata","1","1","1"
"Plesiobatis_daviesi","1","1","1"
"Pliotrema_warreni","1","1","1"
"Poroderma_africanum","1","1","1"
"Poroderma_pantherinum","4","1","3"
"Potamotrygon_brachyura","1","1","1"
"Potamotrygon_constellata","1","1","1"
"Potamotrygon_magdalenae","1","1","1"
"Potamotrygon_marinae","1","1","1"
"Potamotrygon_motoro","1","1","1"
"Potamotrygon_ocellata","4","2","1"
"Potamotrygon_orbignyi","3","3","1"
"Potamotrygon_scobina","1","1","1"
"Potamotrygon_signata","4","1","1"
"Potamotrygon_yepezi","4","1","1"
"Prionace_glauca","4","2","1"
"Pristiophorus_cirratus","1","1","1"
"Pristiophorus_delicatus","4","2","1"
"Pristiophorus_japonicus","4","1","1"
"Pristiophorus_nancyae","4","3","1"
"Pristiophorus_nudipinnis","2","1","1"
"Pristiophorus_schroederi","1","1","1"
"Pristis_clavata","1","1","1"
"Pristis_pectinata","1","1","1"
"Pristis_pristis","1","1","1"
"Pristis_zijsron","1","1","1"
"Proscyllium_habereri","1","1","1"
"Scymnodon_macracanthus","4","2","4"
"Psammobatis_bergi","5","3","5"
"Psammobatis_extenta","5","3","5"
"Psammobatis_lentiginosa","5","3","5"
"Psammobatis_normani","3","1","1"
"Psammobatis_parvacauda","1","1","1"
"Psammobatis_rudis","1","1","1"
"Psammobatis_rutrum","1","1","1"
"Psammobatis_scobina","1","1","1"
"Rhinobatos_glaucostigma","1","1","1"
"Rhinobatos_horkelii","1","1","1"
"Rhinobatos_lentiginosus","1","1","1"
"Rhinobatos_leucorhynchus","1","1","1"
"Rhinobatos_percellens","1","1","1"
"Rhinobatos_planiceps","5","1","2"
"Rhinobatos_prahli","1","1","1"
"Rhinobatos_productus","1","1","1"
"Pseudocarcharias_kamoharai","1","1","1"
"Pseudoginglymostoma_brevicaudatum","1","1","1"
"Pseudoraja_fischeri","2","1","1"
"Pseudotriakis_microdon","1","1","1"
"Pteroplatytrygon_violacea","1","1","1"
"Raja_asterias","2","1","1"
"Raja_brachyura","2","1","1"
"Raja_clavata","3","1","1"
"Raja_herwigi","2","1","1"
"Raja_inornata","1","1","1"
"Raja_maderensis","1","1","1"
"Raja_microocellata","3","1","1"
"Raja_miraletus","2","1","1"
"Raja_montagui","1","1","1"
"Okamejei_pita","3","1","1"
"Raja_polystigma","2","1","1"
"Raja_radula","1","1","1"
"Raja_stellulata","1","1","1"
"Raja_straeleni","1","1","1"
"Raja_undulata","1","1","1"
"Rajella_annandalei","4","1","1"
"Rajella_barnardi","1","1","1"
"Rajella_bathyphila","1","1","1"
"Rajella_bigelowi","2","1","1"
"Rajella_caudaspinosa","1","1","1"
"Rajella_challengeri","4","2","1"
"Rajella_dissimilis","3","1","1"
"Rajella_eisenhardti","1","1","1"
"Rajella_fuliginea","1","1","1"
"Rajella_fyllae","1","1","1"
"Rajella_kukujevi","1","1","1"
"Rajella_leoparda","1","1","1"
"Rajella_lintea","1","1","1"
"Rajella_nigerrima","1","1","1"
"Rajella_purpuriventralis","1","1","1"
"Rajella_ravidula","1","1","1"
"Rajella_sadowskii","1","1","1"
"Rhina_ancylostoma","1","1","1"
"Rhincodon_typus","1","1","1"
"Rhinobatos_albomaculatus","1","1","1"
"Rhinobatos_annandalei","1","1","1"
"Rhinobatos_holcorhynchus","1","1","1"
"Rhinobatos_hynnicephalus","1","1","1"
"Rhinobatos_irvinei","1","1","1"
"Rhinobatos_jimbaranensis","5","1","4"
"Rhinobatos_lionotus","4","4","2"
"Rhinobatos_penggali","5","3","1"
"Rhinobatos_punctifer","5","3","2"
"Rhinobatos_rhinobatos","3","1","1"
"Rhinobatos_sainsburyi","5","1","2"
"Rhinobatos_schlegelii","5","1","2"
"Rhinoptera_bonasus","4","1","1"
"Rhinoptera_brasiliensis","5","2","2"
"Rhinoptera_javanica","5","2","2"
"Rhinoptera_marginata","3","1","1"
"Rhinoptera_neglecta","3","1","1"
"Rhinoptera_steindachneri","5","3","2"
"Rhinoraja_kujiensis","4","1","2"
"Rhinoraja_longicauda","4","1","1"
"Rhinoraja_odai","3","1","1"
"Rhizoprionodon_acutus","3","1","1"
"Rhizoprionodon_lalandii","2","1","1"
"Rhizoprionodon_longurio","2","1","1"
"Rhizoprionodon_oligolinx","5","2","2"
"Rhizoprionodon_porosus","1","1","1"
"Rhizoprionodon_taylori","5","1","2"
"Rhizoprionodon_terraenovae","3","1","1"
"Rhynchobatus_australiae","3","1","1"
"Rhynchobatus_djiddensis","4","3","1"
"Rhynchobatus_laevis","5","4","1"
"Rhynchobatus_luebberti","2","1","1"
"Rhynchobatus_palpebratus","2","1","1"
"Rhynchobatus_springeri","1","1","1"
"Rioraja_agassizii","2","1","1"
"Raja_ackleyi","1","1","1"
"Rostroraja_alba","3","1","1"
"Raja_bahamensis","3","1","1"
"Raja_cervigoni","3","1","1"
"Raja_eglanteria","2","1","1"
"Raja_equatorialis","3","1","1"
"Raja_texana","1","1","1"
"Raja_velezi","1","1","1"
"Schroederichthys_bivius","5","1","1"
"Schroederichthys_chilensis","5","2","1"
"Schroederichthys_maculatus","5","2","1"
"Schroederichthys_saurisqualus","5","1","2"
"Schroederichthys_tenuis","2","1","1"
"Anacanthobatis_americana","5","2","2"
"Scoliodon_laticaudus","3","1","1"
"Scoliodon_macrorhynchos","4","1","1"
"Scyliorhinus_boa","1","1","1"
"Scyliorhinus_canicula","1","1","1"
"Scyliorhinus_capensis","1","1","1"
"Scyliorhinus_cervigoni","3","1","1"
"Scyliorhinus_comoroensis","1","1","1"
"Scyliorhinus_haeckelii","2","1","1"
"Scyliorhinus_hesperius","2","1","1"
"Scyliorhinus_meadi","1","1","1"
"Scyliorhinus_retifer","1","1","1"
"Scyliorhinus_stellaris","2","1","1"
"Scyliorhinus_torazame","1","1","1"
"Scyliorhinus_torrei","1","1","1"
"Scylliogaleus_quecketti","1","1","1"
"Scymnodalatias_albicauda","1","1","1"
"Scymnodalatias_garricki","1","1","1"
"Scymnodalatias_sherwoodi","1","1","1"
"Zameus_ichiharai","3","1","1"
"Centroscymnus_plunketi","1","1","1"
"Scymnodon_ringens","1","1","1"
"Sinobatis_borneensis","3","1","1"
"Sinobatis_bulbicauda","2","1","1"
"Sinobatis_caerulea","1","1","1"
"Sinobatis_filicauda","1","1","1"
"Sinobatis_melanosoma","1","1","1"
"Somniosus_antarcticus","3","1","1"
"Somniosus_longus","1","1","1"
"Somniosus_microcephalus","1","1","1"
"Somniosus_pacificus","1","1","1"
"Somniosus_rostratus","1","1","1"
"Sphyrna_corona","1","1","1"
"Sphyrna_lewini","1","1","1"
"Sphyrna_media","2","1","1"
"Sphyrna_mokarran","3","1","1"
"Sphyrna_tiburo","2","1","1"
"Sphyrna_tudes","1","1","1"
"Sphyrna_zygaena","5","1","2"
"Spiniraja_whitleyi","5","5","2"
"Anacanthobatis_folirostris","5","1","2"
"Anacanthobatis_longirostris","5","3","2"
"Squaliolus_aliae","4","2","2"
"Squaliolus_laticaudus","5","1","2"
"Squalus_acanthias","3","1","1"
"Squalus_megalops","3","1","1"
"Squalus_albifrons","1","1","1"
"Squalus_altipinnis","1","1","1"
"Squalus_blainville","3","1","1"
"Squalus_brevirostris","1","1","1"
"Squalus_bucephalus","1","1","1"
"Squalus_chloroculus","3","1","1"
"Squalus_crassispinus","4","1","1"
"Squalus_cubensis","1","1","1"
"Squalus_edmundsi","4","1","1"
"Squalus_formosus","1","1","1"
"Squalus_grahami","1","1","1"
"Squalus_griffini","2","1","1"
"Squalus_hemipinnis","4","2","1"
"Squalus_japonicus","2","1","1"
"Squalus_lalannei","1","1","1"
"Squalus_melanurus","3","1","1"
"Squalus_mitsukurii","4","1","1"
"Squalus_montalbani","1","1","1"
"Squalus_nasutus","1","1","1"
"Squalus_notocaudatus","1","1","1"
"Squalus_rancureli","4","1","1"
"Squalus_raoulensis","3","1","1"
"Squalus_suckleyi","2","1","1"
"Squatina_aculeata","1","1","1"
"Squatina_africana","2","1","1"
"Squatina_albipunctata","1","1","1"
"Squatina_argentina","1","1","1"
"Squatina_armata","5","1","3"
"Squatina_australis","2","1","1"
"Squatina_californica","3","1","1"
"Squatina_dumeril","5","1","2"
"Squatina_formosa","5","1","2"
"Squatina_guggenheim","1","1","1"
"Squatina_japonica","2","1","1"
"Squatina_nebulosa","1","1","1"
"Squatina_occulta","4","1","1"
"Squatina_oculata","4","2","1"
"Squatina_pseudocellata","5","1","2"
"Squatina_squatina","4","1","1"
"Squatina_tergocellata","5","1","1"
"Squatina_tergocellatoides","5","1","2"
"Stegostoma_fasciatum","1","1","1"
"Himantura_pacifica","5","4","3"
"Himantura_schmardae","1","1","1"
"Sutorectus_tentaculatus","4","1","2"
"Sympterygia_acuta","4","3","2"
"Sympterygia_bonapartii","1","1","1"
"Sympterygia_brevicaudata","5","1","1"
"Sympterygia_lima","2","1","1"
"Taeniura_lymma","2","1","1"
"Taeniura_grabata","1","1","1"
"Taeniurops_meyeni","1","1","1"
"Dasyatis_acutirostra","1","1","1"
"Dasyatis_zugei","3","1","1"
"Temera_hardwickii","3","1","1"
"Tetronarce_californica","1","1","1"
"Tetronarce_formosa","1","1","1"
"Tetronarce_nobiliana","1","1","1"
"Tetronarce_puelcha","1","1","1"
"Tetronarce_tokionis","1","1","1"
"Tetronarce_tremens","4","1","1"
"Torpedo_adenensis","1","1","1"
"Torpedo_andersoni","4","1","1"
"Torpedo_bauchotae","3","1","1"
"Torpedo_fuscomaculata","4","2","1"
"Torpedo_mackayana","3","1","1"
"Torpedo_marmorata","1","1","1"
"Torpedo_panthera","3","1","1"
"Torpedo_sinuspersici","3","1","1"
"Torpedo_suessii","5","1","1"
"Torpedo_torpedo","3","1","1"
"Triaenodon_obesus","3","1","1"
"Triakis_acutipinna","4","1","1"
"Triakis_maculata","5","2","2"
"Triakis_megalopterus","1","1","1"
"Triakis_scyllium","4","2","1"
"Triakis_semifasciata","1","1","1"
"Trigonognathus_kabeyai","1","1","1"
"Trygonoptera_galba","1","1","1"
"Trygonoptera_imitata","1","1","1"
"Trygonoptera_mucosa","1","1","1"
"Trygonoptera_ovalis","1","1","1"
"Trygonoptera_personata","1","1","1"
"Trygonoptera_testacea","2","1","1"
"Trygonorrhina_dumerilii","1","1","1"
"Trygonorrhina_fasciata","1","1","1"
"Typhlonarke_aysoni","1","1","1"
"Urobatis_concentricus","1","1","1"
"Urobatis_halleri","1","1","1"
"Urobatis_jamaicensis","1","1","1"
"Urobatis_maculatus","1","1","1"
"Urobatis_tumbesensis","3","1","1"
"Urogymnus_asperrimus","3","1","1"
"Himantura_dalyensis","5","2","1"
"Himantura_granulata","3","1","1"
"Himantura_lobistoma","3","1","1"
"Himantura_polylepis","1","1","1"
"Urolophus_armatus","1","1","1"
"Urolophus_aurantiacus","1","1","1"
"Urolophus_bucculentus","1","1","1"
"Urolophus_circularis","1","1","1"
"Urolophus_cruciatus","1","1","1"
"Urolophus_deforgesi","5","2","1"
"Urolophus_expansus","2","1","1"
"Urolophus_flavomosaicus","1","1","1"
"Urolophus_gigas","1","1","1"
"Urolophus_javanicus","1","1","1"
"Urolophus_kapalensis","4","1","1"
"Urolophus_lobatus","1","1","1"
"Urolophus_mitosis","1","1","1"
"Urolophus_neocaledoniensis","1","1","1"
"Urolophus_orarius","3","1","1"
"Urolophus_papilio","3","1","1"
"Urolophus_paucimaculatus","1","1","1"
"Urolophus_piperatus","2","1","1"
"Urolophus_sufflavus","2","1","1"
"Urolophus_viridis","2","1","1"
"Urolophus_westraliensis","5","3","1"
"Urotrygon_aspidura","2","1","1"
"Urotrygon_chilensis","2","1","1"
"Urotrygon_cimar","5","2","1"
"Urotrygon_microphthalmum","2","1","1"
"Urotrygon_munda","3","1","1"
"Urotrygon_nana","4","1","1"
"Urotrygon_reticulata","3","1","1"
"Urotrygon_rogersi","1","1","1"
"Urotrygon_simulatrix","3","1","1"
"Urotrygon_venezuelae","4","1","2"
"Zameus_squamulosus","5","1","2"
"Zanobatus_schoenleinii","3","1","1"
"Zapteryx_brevirostris","3","1","1"
"Zapteryx_exasperata","4","1","1"
"Zapteryx_xyster","1","1","1"
